date,total_precip,estimated_et0,kc,estimated_etc,Pe,NIR,GIR,irrigation_l_per_ha,irrigation_l_per_vine
06/08/2024,0.0,5.752915019212967,0.7216450000000002,4.151562359039943,0.0,4.151562359039943,4.884191010635227,48841.910106352276,10.745220223397501
07/08/2024,0.0,5.890384031468934,0.6866150000000001,4.044426031767043,0.0,4.044426031767043,4.75814827266711,47581.48272667109,10.467926199867643
08/08/2024,0.0,6.232368943678565,0.6608300000000003,4.118536369051108,0.0,4.118536369051108,4.845336904766009,48453.36904766009,10.65974119048522
09/08/2024,0.0,6.218157581462105,0.63501,3.948592245804251,0.0,3.948592245804251,4.645402642122648,46454.02642122648,10.219885812669826
10/08/2024,0.0,6.041552355754466,0.5864899999999996,3.5433100411264347,0.0,3.5433100411264347,4.168600048384041,41686.00048384041,9.17092010644489
11/08/2024,0.0,6.124280404176885,0.5535650000000003,3.390187281938179,0.0,3.390187281938179,3.9884556258096224,39884.55625809622,8.77460237678117
12/08/2024,0.0,5.7824340792510025,0.5249400000000002,3.0354309455620223,0.0,3.0354309455620223,3.5710952300729675,35710.952300729674,7.856409506160529
13/08/2024,0.55,4.219663638646137,0.5090000000000005,2.1478087920708853,0.385,1.7628087920708853,2.073892696553983,20738.926965539828,4.562563932418763
14/08/2024,0.0,5.727710981291331,0.4767800000000007,2.7308580416600847,0.0,2.7308580416600847,3.212774166658923,32127.74166658923,7.068103166649632
