date,total_precip,estimated_et0
06/08/2024,0.0,5.752915019212967
07/08/2024,0.0,5.890384031468934
08/08/2024,0.0,6.232368943678565
09/08/2024,0.0,6.218157581462105
10/08/2024,0.0,6.041552355754466
11/08/2024,0.0,6.124280404176885
12/08/2024,0.0,5.7824340792510025
13/08/2024,0.55,4.219663638646137
14/08/2024,0.0,5.727710981291331
