datetime,eolic_energy
06/08/2024 00:00,0.01409035035127231
06/08/2024 01:00,0.0
06/08/2024 02:00,0.0
06/08/2024 03:00,0.0
06/08/2024 04:00,0.0
06/08/2024 05:00,0.0
06/08/2024 06:00,0.0
06/08/2024 07:00,0.0
06/08/2024 08:00,0.0
06/08/2024 09:00,0.0
06/08/2024 10:00,0.01409035035127231
06/08/2024 11:00,0.023901849486888803
06/08/2024 12:00,0.12310606816678332
06/08/2024 13:00,0.3113576310221948
06/08/2024 14:00,1.000888138172712
06/08/2024 15:00,1.2520157946200383
06/08/2024 16:00,1.8895223418056326
06/08/2024 17:00,1.199454192107807
06/08/2024 18:00,0.6320414330231791
06/08/2024 19:00,0.3319617792069894
06/08/2024 20:00,0.15254056557363277
06/08/2024 21:00,0.047066949865755575
06/08/2024 22:00,0.02997563466607995
06/08/2024 23:00,0.01409035035127231
07/08/2024 00:00,0.0
07/08/2024 01:00,0.0
07/08/2024 02:00,0.0
07/08/2024 03:00,0.0
07/08/2024 04:00,0.01409035035127231
07/08/2024 05:00,0.019696921285910295
07/08/2024 06:00,0.019696921285910295
07/08/2024 07:00,0.023901849486888803
07/08/2024 08:00,0.03978713380169643
07/08/2024 09:00,0.06914282292089273
07/08/2024 10:00,0.06914282292089273
07/08/2024 11:00,0.03418056286705846
07/08/2024 12:00,0.0
07/08/2024 13:00,0.0
07/08/2024 14:00,0.0
07/08/2024 15:00,0.0
07/08/2024 16:00,0.15254056557363277
07/08/2024 17:00,0.8031820108030036
07/08/2024 18:00,0.7565073077721419
07/08/2024 19:00,0.36172332658502626
07/08/2024 20:00,0.12310606816678332
07/08/2024 21:00,0.03418056286705846
07/08/2024 22:00,0.01409035035127231
07/08/2024 23:00,0.0
08/08/2024 00:00,0.0
08/08/2024 01:00,0.0
08/08/2024 02:00,0.0
08/08/2024 03:00,0.0
08/08/2024 04:00,0.0
08/08/2024 05:00,0.0
08/08/2024 06:00,0.0
08/08/2024 07:00,0.01409035035127231
08/08/2024 08:00,0.019696921285910295
08/08/2024 09:00,0.01409035035127231
08/08/2024 10:00,0.0
08/08/2024 11:00,0.0
08/08/2024 12:00,0.0
08/08/2024 13:00,0.0
08/08/2024 14:00,0.15254056557363277
08/08/2024 15:00,1.4186160815831859
08/08/2024 16:00,1.8054237777860624
08/08/2024 17:00,1.3345175175636157
08/08/2024 18:00,0.5179477145032959
08/08/2024 19:00,0.36172332658502626
08/08/2024 20:00,0.15254056557363277
08/08/2024 21:00,0.03418056286705846
08/08/2024 22:00,0.023901849486888803
08/08/2024 23:00,0.0
09/08/2024 00:00,0.0
09/08/2024 01:00,0.0
09/08/2024 02:00,0.023901849486888803
09/08/2024 03:00,0.019696921285910295
09/08/2024 04:00,0.03418056286705846
09/08/2024 05:00,0.02997563466607995
09/08/2024 06:00,0.023901849486888803
09/08/2024 07:00,0.023901849486888803
09/08/2024 08:00,0.02997563466607995
09/08/2024 09:00,0.02997563466607995
09/08/2024 10:00,0.023901849486888803
09/08/2024 11:00,0.019696921285910295
09/08/2024 12:00,0.0
09/08/2024 13:00,0.0
09/08/2024 14:00,0.0
09/08/2024 15:00,0.0
09/08/2024 16:00,0.0
09/08/2024 17:00,0.36172332658502626
09/08/2024 18:00,0.7565073077721419
09/08/2024 19:00,0.28388543344246864
09/08/2024 20:00,0.047066949865755575
09/08/2024 21:00,0.019696921285910295
09/08/2024 22:00,0.01409035035127231
09/08/2024 23:00,0.0
10/08/2024 00:00,0.0
10/08/2024 01:00,0.02997563466607995
10/08/2024 02:00,0.0
10/08/2024 03:00,0.019696921285910295
10/08/2024 04:00,0.03418056286705846
10/08/2024 05:00,0.023901849486888803
10/08/2024 06:00,0.023901849486888803
10/08/2024 07:00,0.01409035035127231
10/08/2024 08:00,0.02997563466607995
10/08/2024 09:00,0.02997563466607995
10/08/2024 10:00,0.02997563466607995
10/08/2024 11:00,0.019696921285910295
10/08/2024 12:00,0.0
10/08/2024 13:00,0.0
10/08/2024 14:00,0.0
10/08/2024 15:00,0.6320414330231791
10/08/2024 16:00,1.57279678228573
10/08/2024 17:00,0.8782443989775062
10/08/2024 18:00,0.8031820108030036
10/08/2024 19:00,0.3319617792069894
10/08/2024 20:00,0.047066949865755575
10/08/2024 21:00,0.02997563466607995
10/08/2024 22:00,0.023901849486888803
10/08/2024 23:00,0.0
11/08/2024 00:00,0.0
11/08/2024 01:00,0.0
11/08/2024 02:00,0.0
11/08/2024 03:00,0.0
11/08/2024 04:00,0.0
11/08/2024 05:00,0.0
11/08/2024 06:00,0.0
11/08/2024 07:00,0.0
11/08/2024 08:00,0.0
11/08/2024 09:00,0.0
11/08/2024 10:00,0.03418056286705846
11/08/2024 11:00,0.18197506298048224
11/08/2024 12:00,0.3113576310221948
11/08/2024 13:00,0.5179477145032959
11/08/2024 14:00,1.123531877367918
